2026-06-24 16:57:07,087 | INFO | Attempting to open SELL trade: volume=2.0 lots, risk target=1.0% of $1000.00, stop_distance=0.6236%
2026-06-24 16:57:07,087 | INFO | ✅ TRADE OPENED: SELL position_id=1 volume=2.0 entry≈562.89
2026-06-24 16:57:07,593 | WARNING | Telegram notification failed (status 429): {"ok":false,"error_code":429,"description":"Too Many Requests: retry after 476","parameters":{"retry_after":476}}
2026-06-24 16:57:07,621 | INFO | 🔚 TRADE CLOSED (initial or breakeven stop hit): position_id=1 (total trades completed: 1)
2026-06-24 16:57:08,039 | WARNING | Telegram notification failed (status 429): {"ok":false,"error_code":429,"description":"Too Many Requests: retry after 475","parameters":{"retry_after":475}}
2026-06-24 16:57:08,683 | INFO | Attempting to open SELL trade: volume=2.0 lots, risk target=1.0% of $1000.00, stop_distance=0.4506%
2026-06-24 16:57:08,684 | INFO | ✅ TRADE OPENED: SELL position_id=2 volume=2.0 entry≈568.19
2026-06-24 16:57:09,108 | WARNING | Telegram notification failed (status 429): {"ok":false,"error_code":429,"description":"Too Many Requests: retry after 474","parameters":{"retry_after":474}}
2026-06-24 16:57:09,128 | INFO | Position 2: breakeven reached after 2 favorable candles -- stop moved to entry price 568.19, Stage 3 trailing active.
2026-06-24 16:57:09,149 | INFO | 🔚 TRADE CLOSED (stage3 trailing stop hit): position_id=2 (total trades completed: 2)
2026-06-24 16:57:09,720 | WARNING | Telegram notification failed (status 429): {"ok":false,"error_code":429,"description":"Too Many Requests: retry after 474","parameters":{"retry_after":474}}
2026-06-24 16:57:09,874 | INFO | Attempting to open SELL trade: volume=1.347 lots, risk target=1.0% of $1000.00, stop_distance=1.3042%
2026-06-24 16:57:09,874 | INFO | ✅ TRADE OPENED: SELL position_id=3 volume=1.347 entry≈568.92
2026-06-24 16:57:10,424 | WARNING | Telegram notification failed (status 429): {"ok":false,"error_code":429,"description":"Too Many Requests: retry after 473","parameters":{"retry_after":473}}
2026-06-24 16:57:10,451 | INFO | Position 3: breakeven reached after 2 favorable candles -- stop moved to entry price 568.92, Stage 3 trailing active.
2026-06-24 16:57:10,469 | INFO | 🔚 TRADE CLOSED (stage3 trailing stop hit): position_id=3 (total trades completed: 3)
2026-06-24 16:57:11,028 | WARNING | Telegram notification failed (status 429): {"ok":false,"error_code":429,"description":"Too Many Requests: retry after 472","parameters":{"retry_after":472}}
2026-06-24 16:57:11,100 | INFO | Attempting to open SELL trade: volume=2.0 lots, risk target=1.0% of $1000.00, stop_distance=0.8323%
2026-06-24 16:57:11,100 | INFO | ✅ TRADE OPENED: SELL position_id=4 volume=2.0 entry≈567.12
2026-06-24 16:57:11,667 | WARNING | Telegram notification failed (status 429): {"ok":false,"error_code":429,"description":"Too Many Requests: retry after 472","parameters":{"retry_after":472}}
2026-06-24 16:57:11,687 | INFO | Position 4: breakeven reached after 2 favorable candles -- stop moved to entry price 567.12, Stage 3 trailing active.
2026-06-24 16:57:11,694 | INFO | 🔚 TRADE CLOSED (stage3 trailing stop hit): position_id=4 (total trades completed: 4)
2026-06-24 16:57:12,142 | WARNING | Telegram notification failed (status 429): {"ok":false,"error_code":429,"description":"Too Many Requests: retry after 471","parameters":{"retry_after":471}}
2026-06-24 16:57:12,193 | INFO | Attempting to open SELL trade: volume=2.0 lots, risk target=1.0% of $1000.00, stop_distance=0.8807%
2026-06-24 16:57:12,193 | INFO | ✅ TRADE OPENED: SELL position_id=5 volume=2.0 entry≈564.31
2026-06-24 16:57:12,835 | WARNING | Telegram notification failed (status 429): {"ok":false,"error_code":429,"description":"Too Many Requests: retry after 471","parameters":{"retry_after":471}}
2026-06-24 16:57:12,868 | INFO | Position 5: breakeven reached after 2 favorable candles -- stop moved to entry price 564.31, Stage 3 trailing active.
2026-06-24 16:57:12,874 | INFO | 🔚 TRADE CLOSED (stage3 trailing stop hit): position_id=5 (total trades completed: 5)
2026-06-24 16:57:13,429 | WARNING | Telegram notification failed (status 429): {"ok":false,"error_code":429,"description":"Too Many Requests: retry after 470","parameters":{"retry_after":470}}
2026-06-24 16:57:13,575 | INFO | Attempting to open BUY trade: volume=0.677 lots, risk target=1.0% of $1000.00, stop_distance=2.5809%
2026-06-24 16:57:13,575 | INFO | ✅ TRADE OPENED: BUY position_id=6 volume=0.677 entry≈571.90
2026-06-24 16:57:14,165 | WARNING | Telegram notification failed (status 429): {"ok":false,"error_code":429,"description":"Too Many Requests: retry after 469","parameters":{"retry_after":469}}
2026-06-24 16:57:14,183 | INFO | Position 6: breakeven reached after 2 favorable candles -- stop moved to entry price 571.90, Stage 3 trailing active.
2026-06-24 16:57:14,196 | INFO | 🔚 TRADE CLOSED (stage3 trailing stop hit): position_id=6 (total trades completed: 6)
